Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_4_37,VDD,Metal1,32.5280,34.5880,4.999873
FILLER_4_34,VDD,Metal1,26.0400,35.2800,4.999873
FILLER_4_2,VDD,Metal1,17.4755,34.5110,4.999873
FILLER_3_150,VDD,Metal1,91.2800,27.4400,5.000000
FILLER_3_142,VDD,Metal1,88.9865,28.0165,5.000000
FILLER_3_136,VDD,Metal1,84.3800,27.8725,5.000000
FILLER_3_72,VDD,Metal1,65.6750,28.2540,5.000000
FILLER_3_66,VDD,Metal1,45.1800,27.8725,5.000000
FILLER_3_2,VDD,Metal1,26.4750,28.2540,5.000000
FILLER_2_151,VDD,Metal1,91.5600,27.4400,5.000000
FILLER_2_147,VDD,Metal1,90.5400,27.0075,5.000000
FILLER_2_139,VDD,Metal1,87.3065,26.8630,5.000000
FILLER_2_107,VDD,Metal1,76.2755,26.6710,5.000000
FILLER_2_101,VDD,Metal1,64.7800,27.0075,5.000000
FILLER_2_37,VDD,Metal1,46.0750,26.6255,5.000000
FILLER_2_34,VDD,Metal1,26.0400,27.4400,5.000000
FILLER_2_2,VDD,Metal1,17.4755,26.6710,5.000000
FILLER_1_150,VDD,Metal1,91.2800,19.6000,5.000000
FILLER_1_142,VDD,Metal1,88.9865,20.1765,5.000000
FILLER_1_136,VDD,Metal1,84.3800,20.0325,5.000000
FILLER_1_72,VDD,Metal1,65.6750,20.4140,5.000000
FILLER_1_66,VDD,Metal1,45.1800,20.0325,5.000000
FILLER_1_2,VDD,Metal1,26.4750,20.4140,5.000000
FILLER_0_150,VDD,Metal1,91.2800,19.6000,5.000000
FILLER_0_146,VDD,Metal1,89.9800,19.1675,5.000000
FILLER_0_138,VDD,Metal1,86.7465,19.0230,5.000000
FILLER_0_104,VDD,Metal1,74.5955,18.8310,5.000000
FILLER_0_70,VDD,Metal1,55.5555,18.8310,5.000000
FILLER_0_36,VDD,Metal1,36.5155,18.8310,5.000000
FILLER_0_2,VDD,Metal1,17.4755,18.8310,5.000000
clkload0,VDD,Metal1,43.9630,43.5100,4.999364
clkbuf_1_1__f_in_clk,VDD,Metal1,70.9710,51.4570,4.999695
clkbuf_1_0__f_in_clk,VDD,Metal1,51.6685,42.6225,4.999364
clkbuf_0_in_clk,VDD,Metal1,70.4110,43.6170,4.999363
output5,VDD,Metal1,80.4500,58.4700,4.999950
output4,VDD,Metal1,87.1700,74.1500,5.000000
output3,VDD,Metal1,80.4500,59.1300,4.999950
output2,VDD,Metal1,78.2100,42.7900,4.999363
input1,VDD,Metal1,87.5500,42.7900,4.999363
TAP_TAPCELL_ROW_16_71,VDD,Metal1,83.4400,81.6500,5.000000
TAP_TAPCELL_ROW_16_70,VDD,Metal1,64.4000,81.6500,5.000000
TAP_TAPCELL_ROW_16_69,VDD,Metal1,45.3600,81.6500,5.000000
TAP_TAPCELL_ROW_16_68,VDD,Metal1,26.3200,81.6500,5.000000
TAP_TAPCELL_ROW_15_67,VDD,Metal1,85.6800,75.1500,5.000000
TAP_TAPCELL_ROW_15_66,VDD,Metal1,46.4800,75.1500,5.000000
TAP_TAPCELL_ROW_14_65,VDD,Metal1,66.0800,73.8100,5.000000
TAP_TAPCELL_ROW_14_64,VDD,Metal1,26.8800,73.8100,5.000000
TAP_TAPCELL_ROW_13_63,VDD,Metal1,85.6800,67.3100,4.999964
TAP_TAPCELL_ROW_13_62,VDD,Metal1,46.4800,67.3100,4.999964
TAP_TAPCELL_ROW_12_61,VDD,Metal1,66.0800,65.9700,4.999964
TAP_TAPCELL_ROW_12_60,VDD,Metal1,26.8800,65.9700,4.999964
TAP_TAPCELL_ROW_11_59,VDD,Metal1,85.6800,59.4700,4.999950
TAP_TAPCELL_ROW_11_58,VDD,Metal1,46.4800,59.4700,4.999950
TAP_TAPCELL_ROW_10_57,VDD,Metal1,66.0800,58.1300,4.999950
TAP_TAPCELL_ROW_10_56,VDD,Metal1,26.8800,58.1300,4.999952
TAP_TAPCELL_ROW_9_55,VDD,Metal1,85.6800,51.6300,4.999695
TAP_TAPCELL_ROW_9_54,VDD,Metal1,46.4800,51.6300,4.999712
TAP_TAPCELL_ROW_8_53,VDD,Metal1,66.0800,50.2900,4.999695
TAP_TAPCELL_ROW_8_52,VDD,Metal1,26.8800,50.2900,4.999714
TAP_TAPCELL_ROW_7_51,VDD,Metal1,85.6800,43.7900,4.999363
TAP_TAPCELL_ROW_7_50,VDD,Metal1,46.4800,43.7900,4.999364
TAP_TAPCELL_ROW_6_49,VDD,Metal1,66.0800,42.4500,4.999363
TAP_TAPCELL_ROW_6_48,VDD,Metal1,26.8800,42.4500,4.999390
TAP_TAPCELL_ROW_5_47,VDD,Metal1,85.6800,35.9500,4.999871
TAP_TAPCELL_ROW_5_46,VDD,Metal1,46.4800,35.9500,4.999873
TAP_TAPCELL_ROW_4_45,VDD,Metal1,66.0800,34.6100,4.999873
TAP_TAPCELL_ROW_4_44,VDD,Metal1,26.8800,34.6100,4.999873
TAP_TAPCELL_ROW_3_43,VDD,Metal1,85.6800,28.1100,5.000000
TAP_TAPCELL_ROW_3_42,VDD,Metal1,46.4800,28.1100,5.000000
TAP_TAPCELL_ROW_2_41,VDD,Metal1,66.0800,26.7700,5.000000
TAP_TAPCELL_ROW_2_40,VDD,Metal1,26.8800,26.7700,5.000000
TAP_TAPCELL_ROW_1_39,VDD,Metal1,85.6800,20.2700,5.000000
TAP_TAPCELL_ROW_1_38,VDD,Metal1,46.4800,20.2700,5.000000
TAP_TAPCELL_ROW_0_37,VDD,Metal1,83.4400,18.9300,5.000000
TAP_TAPCELL_ROW_0_36,VDD,Metal1,64.4000,18.9300,5.000000
TAP_TAPCELL_ROW_0_35,VDD,Metal1,45.3600,18.9300,5.000000
TAP_TAPCELL_ROW_0_34,VDD,Metal1,26.3200,18.9300,5.000000
PHY_EDGE_ROW_16_Left_33,VDD,Metal1,7.2730,81.6480,5.000000
PHY_EDGE_ROW_15_Left_32,VDD,Metal1,7.2730,75.1515,5.000000
PHY_EDGE_ROW_14_Left_31,VDD,Metal1,7.2730,73.8080,5.000000
PHY_EDGE_ROW_13_Left_30,VDD,Metal1,7.2730,67.3115,4.999964
PHY_EDGE_ROW_12_Left_29,VDD,Metal1,7.2730,65.9680,4.999964
PHY_EDGE_ROW_11_Left_28,VDD,Metal1,7.2730,59.4715,4.999952
PHY_EDGE_ROW_10_Left_27,VDD,Metal1,7.2730,58.1280,4.999952
PHY_EDGE_ROW_9_Left_26,VDD,Metal1,7.2730,51.6315,4.999714
PHY_EDGE_ROW_8_Left_25,VDD,Metal1,7.2730,50.2880,4.999714
PHY_EDGE_ROW_7_Left_24,VDD,Metal1,7.2730,43.7915,4.999414
PHY_EDGE_ROW_6_Left_23,VDD,Metal1,7.2730,42.4480,4.999414
PHY_EDGE_ROW_5_Left_22,VDD,Metal1,7.2730,35.9515,4.999873
PHY_EDGE_ROW_4_Left_21,VDD,Metal1,7.2730,34.6080,4.999873
PHY_EDGE_ROW_3_Left_20,VDD,Metal1,7.2730,28.1115,5.000000
PHY_EDGE_ROW_2_Left_19,VDD,Metal1,7.2730,26.7680,5.000000
PHY_EDGE_ROW_1_Left_18,VDD,Metal1,7.2730,20.2715,5.000000
PHY_EDGE_ROW_0_Left_17,VDD,Metal1,7.2730,18.9280,5.000000
PHY_EDGE_ROW_16_Right_16,VDD,Metal1,92.4065,81.6480,5.000000
PHY_EDGE_ROW_15_Right_15,VDD,Metal1,92.4065,75.1515,5.000000
PHY_EDGE_ROW_14_Right_14,VDD,Metal1,92.4065,73.8080,5.000000
PHY_EDGE_ROW_13_Right_13,VDD,Metal1,92.4065,67.3115,4.999964
PHY_EDGE_ROW_12_Right_12,VDD,Metal1,92.4065,65.9680,4.999964
PHY_EDGE_ROW_11_Right_11,VDD,Metal1,92.4065,59.4715,4.999950
PHY_EDGE_ROW_10_Right_10,VDD,Metal1,92.4065,58.1280,4.999950
PHY_EDGE_ROW_9_Right_9,VDD,Metal1,92.4065,51.6315,4.999695
PHY_EDGE_ROW_8_Right_8,VDD,Metal1,92.4065,50.2880,4.999695
PHY_EDGE_ROW_7_Right_7,VDD,Metal1,92.4065,43.7915,4.999363
PHY_EDGE_ROW_6_Right_6,VDD,Metal1,92.4065,42.4480,4.999363
PHY_EDGE_ROW_5_Right_5,VDD,Metal1,92.4065,35.9515,4.999871
PHY_EDGE_ROW_4_Right_4,VDD,Metal1,92.4065,34.6080,4.999871
PHY_EDGE_ROW_3_Right_3,VDD,Metal1,92.4065,28.1115,5.000000
PHY_EDGE_ROW_2_Right_2,VDD,Metal1,92.4065,26.7680,5.000000
PHY_EDGE_ROW_1_Right_1,VDD,Metal1,92.4065,20.2715,5.000000
PHY_EDGE_ROW_0_Right_0,VDD,Metal1,92.4065,18.9280,5.000000
_36_,VDD,Metal1,48.1565,34.6765,4.999873
_35_,VDD,Metal1,62.1565,35.8830,4.999873
_34_,VDD,Metal1,53.1965,58.1965,4.999950
_33_,VDD,Metal1,82.8765,50.3565,4.999695
_32_,VDD,Metal1,82.8765,66.0365,4.999964
_31_,VDD,Metal1,82.0690,34.7015,4.999871
_30_,VDD,Metal1,73.2200,58.4175,4.999950
_29_,VDD,Metal1,73.0575,59.0950,4.999950
_28_,VDD,Metal1,64.1100,58.2365,4.999950
_27_,VDD,Metal1,73.2430,35.7130,4.999872
_26_,VDD,Metal1,77.8565,35.7430,4.999871
_25_,VDD,Metal1,44.9075,50.3805,4.999712
_24_,VDD,Metal1,48.9500,35.7025,4.999873
_23_,VDD,Metal1,48.0600,43.5425,4.999364
_22_,VDD,Metal1,69.8600,50.5775,4.999695
_21_,VDD,Metal1,68.5900,59.3630,4.999950
_20_,VDD,Metal1,52.5465,50.5125,4.999703
_19_,VDD,Metal1,49.9800,51.3425,4.999710
_18_,VDD,Metal1,68.4130,58.3525,4.999950
_17_,VDD,Metal1,87.7400,43.5550,4.999363
_16_,VDD,Metal1,87.7400,59.2350,4.999950
_15_,VDD,Metal1,64.7800,50.5250,4.999695
