Instance,Terminal,Layer,X location,Y location,Voltage
PHY_EDGE_ROW_16_Right_16,VSS,Metal1,92.4065,78.8700,0.000000
PHY_EDGE_ROW_15_Right_15,VSS,Metal1,92.4065,77.9300,0.000000
PHY_EDGE_ROW_14_Right_14,VSS,Metal1,92.4065,71.0300,0.000000
PHY_EDGE_ROW_13_Right_13,VSS,Metal1,92.4065,70.0900,0.000000
PHY_EDGE_ROW_12_Right_12,VSS,Metal1,92.4065,63.1900,0.000041
PHY_EDGE_ROW_11_Right_11,VSS,Metal1,92.4065,62.2500,0.000041
PHY_EDGE_ROW_10_Right_10,VSS,Metal1,92.4065,55.3500,0.000323
PHY_EDGE_ROW_9_Right_9,VSS,Metal1,92.4065,54.4100,0.000323
PHY_EDGE_ROW_8_Right_8,VSS,Metal1,92.4065,47.5100,0.000427
PHY_EDGE_ROW_7_Right_7,VSS,Metal1,92.4065,46.5700,0.000427
PHY_EDGE_ROW_6_Right_6,VSS,Metal1,92.4065,39.6700,0.000312
PHY_EDGE_ROW_5_Right_5,VSS,Metal1,92.4065,38.7300,0.000312
PHY_EDGE_ROW_4_Right_4,VSS,Metal1,92.4065,31.8300,0.000079
PHY_EDGE_ROW_3_Right_3,VSS,Metal1,92.4065,30.8900,0.000079
PHY_EDGE_ROW_2_Right_2,VSS,Metal1,92.4065,23.9900,0.000000
PHY_EDGE_ROW_1_Right_1,VSS,Metal1,92.4065,23.0500,0.000000
PHY_EDGE_ROW_0_Right_0,VSS,Metal1,92.4065,16.1500,0.000000
_36_,VSS,Metal1,47.1820,31.9050,0.000079
_35_,VSS,Metal1,61.1820,38.6545,0.000311
_34_,VSS,Metal1,52.2220,55.4250,0.000320
_33_,VSS,Metal1,81.9020,47.5850,0.000427
_32_,VSS,Metal1,81.9020,63.2650,0.000041
_31_,VSS,Metal1,81.3125,31.9025,0.000079
_30_,VSS,Metal1,74.0465,55.2350,0.000323
_29_,VSS,Metal1,72.5565,62.3480,0.000041
_28_,VSS,Metal1,63.6025,55.1560,0.000323
_27_,VSS,Metal1,74.1000,38.8925,0.000312
_26_,VSS,Metal1,78.2925,38.9235,0.000312
_25_,VSS,Metal1,44.9200,47.4655,0.000397
_24_,VSS,Metal1,49.3330,38.8265,0.000311
_23_,VSS,Metal1,48.5865,46.6005,0.000398
_22_,VSS,Metal1,70.6865,47.3950,0.000427
_21_,VSS,Metal1,68.0825,62.4435,0.000039
_20_,VSS,Metal1,51.8900,47.3060,0.000409
_19_,VSS,Metal1,49.1530,54.5250,0.000320
_18_,VSS,Metal1,69.0700,55.1460,0.000323
_17_,VSS,Metal1,87.7400,46.7050,0.000427
_16_,VSS,Metal1,87.7400,62.3850,0.000041
_15_,VSS,Metal1,64.7800,47.3750,0.000427
