Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_111_66,VSS,Metal1,44.4200,454.3710,0.000000
FILLER_111_2,VSS,Metal1,25.0445,454.0820,0.000000
FILLER_110_741,VSS,Metal1,422.2400,446.8800,0.000000
FILLER_110_737,VSS,Metal1,420.1800,447.2285,0.000000
FILLER_110_734,VSS,Metal1,418.0400,446.8800,0.000000
FILLER_110_732,VSS,Metal1,417.2000,446.8800,0.000000
FILLER_110_728,VSS,Metal1,415.1400,447.2285,0.000000
FILLER_110_720,VSS,Metal1,411.6530,447.3415,0.000000
FILLER_110_711,VSS,Metal1,405.1600,446.8800,0.000000
FILLER_110_709,VSS,Metal1,404.3200,446.8800,0.000000
FILLER_110_705,VSS,Metal1,402.2600,447.2285,0.000000
FILLER_110_697,VSS,Metal1,398.7730,447.3415,0.000000
FILLER_110_681,VSS,Metal1,391.9520,447.4280,0.000000
FILLER_110_667,VSS,Metal1,380.8000,446.8800,0.000000
FILLER_110_664,VSS,Metal1,378.8400,446.8800,0.000000
FILLER_110_662,VSS,Metal1,378.0000,446.8800,0.000000
FILLER_110_654,VSS,Metal1,374.6930,447.3415,0.000000
FILLER_110_615,VSS,Metal1,351.4000,446.8800,0.000000
FILLER_110_613,VSS,Metal1,350.5600,446.8800,0.000000
FILLER_110_597,VSS,Metal1,344.9120,447.4280,0.000000
FILLER_110_587,VSS,Metal1,336.0000,446.8800,0.000000
FILLER_110_583,VSS,Metal1,333.9400,447.2285,0.000000
FILLER_110_573,VSS,Metal1,328.1600,446.8800,0.000000
FILLER_110_559,VSS,Metal1,320.3200,446.8800,0.000000
FILLER_110_527,VSS,Metal1,310.1240,447.4775,0.000000
FILLER_110_521,VSS,Metal1,299.2200,447.2285,0.000000
FILLER_110_457,VSS,Metal1,279.8445,447.5175,0.000000
FILLER_110_447,VSS,Metal1,258.7730,447.3415,0.000000
FILLER_110_439,VSS,Metal1,253.1200,446.8800,0.000000
FILLER_110_387,VSS,Metal1,231.7240,447.4775,0.000000
FILLER_110_381,VSS,Metal1,220.8200,447.2285,0.000000
FILLER_110_317,VSS,Metal1,201.4445,447.5175,0.000000
FILLER_110_311,VSS,Metal1,181.6200,447.2285,0.000000
FILLER_110_303,VSS,Metal1,178.1330,447.3415,0.000000
FILLER_110_288,VSS,Metal1,168.2800,446.8800,0.000000
FILLER_110_271,VSS,Metal1,159.2200,447.2285,0.000000
FILLER_110_263,VSS,Metal1,155.7330,447.3415,0.000000
FILLER_110_247,VSS,Metal1,148.9120,447.4280,0.000000
FILLER_110_241,VSS,Metal1,142.4200,447.2285,0.000000
FILLER_110_193,VSS,Metal1,115.0800,446.8800,0.000000
FILLER_110_189,VSS,Metal1,113.3000,447.2285,0.000000
FILLER_110_173,VSS,Metal1,104.1600,446.8800,0.000000
FILLER_110_164,VSS,Metal1,98.8400,446.8800,0.000000
FILLER_110_160,VSS,Metal1,97.0600,447.2285,0.000000
FILLER_110_144,VSS,Metal1,91.2320,447.4280,-0.000000
FILLER_110_112,VSS,Metal1,77.7240,447.4775,-0.000000
FILLER_110_104,VSS,Metal1,65.2400,446.8800,-0.000000
FILLER_110_102,VSS,Metal1,64.4000,446.8800,-0.000000
FILLER_110_98,VSS,Metal1,62.3400,447.2285,-0.000000
FILLER_110_90,VSS,Metal1,58.8530,447.3415,-0.000000
FILLER_110_55,VSS,Metal1,37.8000,446.8800,-0.000000
FILLER_110_53,VSS,Metal1,36.9600,446.8800,-0.000000
FILLER_110_37,VSS,Metal1,31.3120,447.4280,-0.000000
FILLER_110_34,VSS,Metal1,26.0400,446.8800,-0.000000
FILLER_110_2,VSS,Metal1,16.1240,447.4775,-0.000000
FILLER_109_776,VSS,Metal1,441.5600,446.8800,0.000000
FILLER_109_772,VSS,Metal1,439.7800,446.5310,0.000000
FILLER_109_766,VSS,Metal1,436.4200,446.5310,0.000000
FILLER_109_702,VSS,Metal1,417.0445,446.2420,0.000000
FILLER_109_696,VSS,Metal1,397.2200,446.5310,0.000000
FILLER_109_632,VSS,Metal1,377.8445,446.2420,0.000000
FILLER_109_628,VSS,Metal1,358.9600,446.8800,0.000000
FILLER_109_624,VSS,Metal1,356.9000,446.5310,0.000000
FILLER_109_592,VSS,Metal1,346.5240,446.2820,0.000000
FILLER_109_578,VSS,Metal1,331.1400,446.5310,0.000000
FILLER_109_562,VSS,Metal1,325.3120,446.3320,0.000000
FILLER_109_556,VSS,Metal1,318.8200,446.5310,0.000000
FILLER_109_548,VSS,Metal1,315.3330,446.4180,0.000000
FILLER_109_524,VSS,Metal1,304.0320,446.3320,0.000000
FILLER_109_492,VSS,Metal1,290.5240,446.2820,0.000000
FILLER_109_489,VSS,Metal1,280.8400,446.8800,0.000000
FILLER_109_487,VSS,Metal1,280.0000,446.8800,0.000000
FILLER_109_471,VSS,Metal1,274.3520,446.3320,0.000000
FILLER_109_439,VSS,Metal1,260.8440,446.2820,0.000000
FILLER_109_428,VSS,Metal1,246.6800,446.8800,0.000000
FILLER_109_426,VSS,Metal1,245.8400,446.8800,0.000000
FILLER_109_422,VSS,Metal1,243.7800,446.5310,0.000000
FILLER_109_416,VSS,Metal1,240.4200,446.5310,0.000000
FILLER_109_352,VSS,Metal1,221.0445,446.2420,0.000000
FILLER_109_346,VSS,Metal1,201.2200,446.5310,0.000000
FILLER_109_338,VSS,Metal1,197.7330,446.4180,0.000000
FILLER_109_306,VSS,Metal1,186.3640,446.2820,0.000000
FILLER_109_286,VSS,Metal1,167.4400,446.8800,0.000000
FILLER_109_282,VSS,Metal1,165.3800,446.5310,0.000000
FILLER_109_279,VSS,Metal1,163.2400,446.8800,0.000000
FILLER_109_277,VSS,Metal1,162.4000,446.8800,0.000000
FILLER_109_267,VSS,Metal1,156.8000,446.8800,0.000000
FILLER_109_262,VSS,Metal1,153.7200,446.8800,0.000000
FILLER_109_258,VSS,Metal1,151.9400,446.5310,0.000000
FILLER_109_220,VSS,Metal1,130.4800,446.8800,0.000000
FILLER_109_212,VSS,Metal1,127.1730,446.4180,0.000000
FILLER_109_208,VSS,Metal1,123.7600,446.8800,0.000000
FILLER_109_200,VSS,Metal1,120.4530,446.4180,0.000000
FILLER_109_184,VSS,Metal1,113.6320,446.3320,0.000000
FILLER_109_178,VSS,Metal1,106.6800,446.8800,0.000000
FILLER_109_160,VSS,Metal1,98.0530,446.4180,0.000000
FILLER_109_146,VSS,Metal1,88.7600,446.8800,-0.000000
FILLER_109_142,VSS,Metal1,86.9800,446.5310,-0.000000
FILLER_109_132,VSS,Metal1,82.3730,446.4180,-0.000000
FILLER_109_116,VSS,Metal1,75.5520,446.3320,-0.000000
FILLER_109_96,VSS,Metal1,61.0400,446.8800,-0.000000
FILLER_109_88,VSS,Metal1,57.7330,446.4180,-0.000000
FILLER_109_72,VSS,Metal1,50.9120,446.3320,-0.000000
FILLER_109_69,VSS,Metal1,45.6400,446.8800,-0.000000
FILLER_109_67,VSS,Metal1,44.8000,446.8800,-0.000000
FILLER_109_46,VSS,Metal1,32.7600,446.8800,-0.000000
FILLER_109_44,VSS,Metal1,31.9200,446.8800,-0.000000
FILLER_109_36,VSS,Metal1,28.6130,446.4180,-0.000000
FILLER_108_741,VSS,Metal1,422.2400,439.0400,0.000000
FILLER_108_737,VSS,Metal1,420.1800,439.3885,0.000000
FILLER_108_733,VSS,Metal1,417.7600,439.0400,0.000000
FILLER_108_701,VSS,Metal1,407.5640,439.6375,0.000000
FILLER_108_691,VSS,Metal1,394.4200,439.3885,0.000000
FILLER_108_683,VSS,Metal1,390.9330,439.5015,0.000000
FILLER_108_667,VSS,Metal1,384.1120,439.5880,0.000000
FILLER_108_661,VSS,Metal1,377.6200,439.3885,0.000000
FILLER_108_597,VSS,Metal1,358.2445,439.6775,0.000000
FILLER_108_593,VSS,Metal1,339.3600,439.0400,0.000000
FILLER_108_589,VSS,Metal1,337.3000,439.3885,0.000000
FILLER_108_581,VSS,Metal1,333.8130,439.5015,0.000000
FILLER_108_549,VSS,Metal1,322.4440,439.6375,0.000000
FILLER_108_535,VSS,Metal1,306.8800,439.0400,0.000000
FILLER_108_527,VSS,Metal1,303.5730,439.5015,0.000000
FILLER_108_521,VSS,Metal1,299.2200,439.3885,0.000000
FILLER_108_485,VSS,Metal1,278.8800,439.0400,0.000000
FILLER_108_481,VSS,Metal1,276.8200,439.3885,0.000000
FILLER_108_473,VSS,Metal1,273.3330,439.5015,0.000000
FILLER_108_457,VSS,Metal1,266.5120,439.5880,0.000000
FILLER_108_451,VSS,Metal1,260.0200,439.3885,0.000000
FILLER_108_387,VSS,Metal1,240.6445,439.6775,0.000000
FILLER_108_376,VSS,Metal1,217.5600,439.0400,0.000000
FILLER_108_372,VSS,Metal1,215.7800,439.3885,0.000000
FILLER_108_364,VSS,Metal1,212.2930,439.5015,0.000000
FILLER_108_329,VSS,Metal1,191.2400,439.0400,0.000000
FILLER_108_325,VSS,Metal1,189.4600,439.3885,0.000000
FILLER_108_317,VSS,Metal1,185.9730,439.5015,0.000000
FILLER_108_314,VSS,Metal1,182.8400,439.0400,0.000000
FILLER_108_312,VSS,Metal1,182.0000,439.0400,0.000000
FILLER_108_304,VSS,Metal1,178.6930,439.5015,0.000000
FILLER_108_272,VSS,Metal1,167.3240,439.6375,0.000000
FILLER_108_263,VSS,Metal1,154.7400,439.3885,0.000000
FILLER_108_247,VSS,Metal1,148.9120,439.5880,0.000000
FILLER_108_241,VSS,Metal1,142.4200,439.3885,0.000000
FILLER_108_177,VSS,Metal1,123.0445,439.6775,0.000000
FILLER_108_171,VSS,Metal1,103.2200,439.3885,0.000000
FILLER_108_107,VSS,Metal1,83.8445,439.6775,0.000000
FILLER_108_104,VSS,Metal1,65.2400,439.0400,0.000000
FILLER_108_102,VSS,Metal1,64.4000,439.0400,0.000000
FILLER_108_94,VSS,Metal1,61.0930,439.5015,0.000000
FILLER_108_62,VSS,Metal1,49.7240,439.6375,0.000000
FILLER_108_52,VSS,Metal1,36.1200,439.0400,0.000000
FILLER_108_50,VSS,Metal1,35.2800,439.0400,0.000000
FILLER_108_42,VSS,Metal1,31.9730,439.5015,0.000000
FILLER_108_34,VSS,Metal1,26.0400,439.0400,0.000000
FILLER_108_20,VSS,Metal1,18.2000,439.0400,0.000000
FILLER_108_18,VSS,Metal1,17.3600,439.0400,0.000000
FILLER_108_2,VSS,Metal1,11.7120,439.5880,0.000000
FILLER_107_776,VSS,Metal1,441.5600,439.0400,0.000000
FILLER_107_772,VSS,Metal1,439.7800,438.6910,0.000000
FILLER_107_766,VSS,Metal1,436.4200,438.6910,0.000000
FILLER_107_702,VSS,Metal1,417.0445,438.4020,0.000000
FILLER_107_699,VSS,Metal1,398.4400,439.0400,0.000000
FILLER_107_697,VSS,Metal1,397.6000,439.0400,0.000000
FILLER_107_693,VSS,Metal1,395.5400,438.6910,0.000000
FILLER_107_686,VSS,Metal1,391.1600,439.0400,0.000000
FILLER_107_684,VSS,Metal1,390.3200,439.0400,0.000000
FILLER_107_680,VSS,Metal1,388.2600,438.6910,0.000000
FILLER_107_664,VSS,Metal1,382.4320,438.4920,0.000000
FILLER_107_632,VSS,Metal1,368.9240,438.4420,0.000000
FILLER_107_626,VSS,Metal1,358.0200,438.6910,0.000000
FILLER_107_562,VSS,Metal1,338.6445,438.4020,0.000000
FILLER_107_558,VSS,Metal1,319.7600,439.0400,0.000000
FILLER_107_550,VSS,Metal1,316.4530,438.5780,0.000000
FILLER_107_538,VSS,Metal1,308.5600,439.0400,0.000000
FILLER_107_532,VSS,Metal1,305.2000,439.0400,0.000000
FILLER_107_524,VSS,Metal1,301.8930,438.5780,0.000000
FILLER_107_492,VSS,Metal1,290.5240,438.4420,0.000000
FILLER_107_486,VSS,Metal1,279.6200,438.6910,0.000000
FILLER_107_422,VSS,Metal1,260.2445,438.4020,0.000000
FILLER_107_388,VSS,Metal1,232.2840,438.4420,0.000000
FILLER_107_368,VSS,Metal1,214.5330,438.5780,0.000000
FILLER_107_352,VSS,Metal1,207.7120,438.4920,0.000000
FILLER_107_349,VSS,Metal1,202.4400,439.0400,0.000000
FILLER_107_333,VSS,Metal1,197.0720,438.4920,0.000000
FILLER_107_301,VSS,Metal1,183.5640,438.4420,0.000000
FILLER_107_294,VSS,Metal1,171.9200,439.0400,0.000000
FILLER_107_290,VSS,Metal1,169.8600,438.6910,0.000000
FILLER_107_282,VSS,Metal1,166.3730,438.5780,0.000000
FILLER_107_276,VSS,Metal1,162.0200,438.6910,0.000000
FILLER_107_212,VSS,Metal1,142.6445,438.4020,0.000000
FILLER_107_206,VSS,Metal1,122.8200,438.6910,0.000000
FILLER_107_142,VSS,Metal1,103.4445,438.4020,0.000000
FILLER_107_136,VSS,Metal1,83.6200,438.6910,0.000000
FILLER_107_72,VSS,Metal1,64.2445,438.4020,0.000000
FILLER_107_66,VSS,Metal1,44.4200,438.6910,0.000000
FILLER_107_2,VSS,Metal1,25.0445,438.4020,0.000000
FILLER_106_776,VSS,Metal1,441.5600,431.2000,0.000000
FILLER_106_774,VSS,Metal1,440.7200,431.2000,0.000000
FILLER_106_742,VSS,Metal1,430.5240,431.7975,0.000000
FILLER_106_733,VSS,Metal1,417.7600,431.2000,0.000000
FILLER_106_701,VSS,Metal1,407.5640,431.7975,0.000000
FILLER_106_675,VSS,Metal1,385.2800,431.2000,0.000000
FILLER_106_667,VSS,Metal1,381.9730,431.6615,0.000000
FILLER_106_664,VSS,Metal1,378.8400,431.2000,0.000000
FILLER_106_648,VSS,Metal1,373.4720,431.7480,0.000000
FILLER_106_613,VSS,Metal1,350.2800,431.2000,0.000000
