Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_39_146,VDD,Metal1,88.7600,168.5600,5.000000
FILLER_39_142,VDD,Metal1,87.7400,168.9925,5.000000
FILLER_39_72,VDD,Metal1,47.3200,168.5600,5.000000
FILLER_39_46,VDD,Metal1,33.9800,168.9925,5.000000
FILLER_39_38,VDD,Metal1,28.2800,168.5600,5.000000
FILLER_39_36,VDD,Metal1,27.4400,168.5600,5.000000
FILLER_38_336,VDD,Metal1,195.4400,168.5600,5.000000
FILLER_38_326,VDD,Metal1,189.5600,168.5600,5.000000
FILLER_38_319,VDD,Metal1,185.6400,168.5600,5.000000
FILLER_38_317,VDD,Metal1,184.8000,168.5600,5.000000
FILLER_38_233,VDD,Metal1,139.9465,167.9830,5.000000
FILLER_38_190,VDD,Metal1,113.6800,168.5600,5.000000
FILLER_38_177,VDD,Metal1,106.1200,168.5600,5.000000
FILLER_38_169,VDD,Metal1,101.6400,168.5600,5.000000
FILLER_38_167,VDD,Metal1,100.8000,168.5600,5.000000
FILLER_38_160,VDD,Metal1,96.8800,168.5600,5.000000
FILLER_38_109,VDD,Metal1,68.0400,168.5600,5.000000
FILLER_38_107,VDD,Metal1,67.2000,168.5600,5.000000
FILLER_38_37,VDD,Metal1,27.7200,168.5600,5.000000
FILLER_38_24,VDD,Metal1,20.4400,168.5600,5.000000
FILLER_38_2,VDD,Metal1,9.3400,168.1275,5.000000
FILLER_37_363,VDD,Metal1,210.2800,160.7200,5.000000
FILLER_37_354,VDD,Metal1,205.2400,160.7200,5.000000
FILLER_37_352,VDD,Metal1,204.4000,160.7200,5.000000
FILLER_37_349,VDD,Metal1,202.4400,160.7200,5.000000
FILLER_37_330,VDD,Metal1,191.8000,160.7200,5.000000
FILLER_37_282,VDD,Metal1,164.9200,160.7200,5.000000
FILLER_37_254,VDD,Metal1,149.2400,160.7200,5.000000
FILLER_37_252,VDD,Metal1,148.4000,160.7200,5.000000
FILLER_37_217,VDD,Metal1,128.5200,160.7200,5.000000
FILLER_37_197,VDD,Metal1,117.3200,160.7200,5.000000
FILLER_37_185,VDD,Metal1,110.6000,160.7200,5.000000
FILLER_37_183,VDD,Metal1,109.7600,160.7200,5.000000
FILLER_37_147,VDD,Metal1,89.6000,160.7200,5.000000
FILLER_37_100,VDD,Metal1,63.0000,160.7200,5.000000
FILLER_37_80,VDD,Metal1,51.8000,160.7200,5.000000
FILLER_37_68,VDD,Metal1,45.3600,160.7200,5.000000
FILLER_36_383,VDD,Metal1,221.4800,160.7200,5.000000
FILLER_36_381,VDD,Metal1,220.6400,160.7200,5.000000
FILLER_36_249,VDD,Metal1,146.4400,160.7200,5.000000
FILLER_36_247,VDD,Metal1,145.6000,160.7200,5.000000
FILLER_36_201,VDD,Metal1,119.8400,160.7200,5.000000
FILLER_36_197,VDD,Metal1,118.5400,160.2875,5.000000
FILLER_36_165,VDD,Metal1,99.4000,160.7200,5.000000
FILLER_36_107,VDD,Metal1,67.2000,160.7200,5.000000
FILLER_36_94,VDD,Metal1,59.6400,160.7200,5.000000
FILLER_36_92,VDD,Metal1,58.8000,160.7200,5.000000
FILLER_36_57,VDD,Metal1,38.9200,160.7200,5.000000
FILLER_36_39,VDD,Metal1,28.8400,160.7200,5.000000
FILLER_36_37,VDD,Metal1,28.0000,160.7200,5.000000
FILLER_36_6,VDD,Metal1,10.3600,160.7200,5.000000
FILLER_36_2,VDD,Metal1,9.3400,160.2875,5.000000
FILLER_35_383,VDD,Metal1,221.4800,152.8800,5.000000
FILLER_35_349,VDD,Metal1,202.4400,152.8800,5.000000
FILLER_35_330,VDD,Metal1,191.8000,152.8800,5.000000
FILLER_35_282,VDD,Metal1,165.2000,152.8800,5.000000
FILLER_35_208,VDD,Metal1,123.7600,152.8800,5.000000
FILLER_35_204,VDD,Metal1,122.4600,153.3125,5.000000
FILLER_35_192,VDD,Metal1,114.8000,152.8800,5.000000
FILLER_35_188,VDD,Metal1,113.5000,153.3125,5.000000
FILLER_35_114,VDD,Metal1,70.8400,152.8800,5.000000
FILLER_35_112,VDD,Metal1,70.0000,152.8800,5.000000
FILLER_35_86,VDD,Metal1,55.1600,152.8800,5.000000
FILLER_35_84,VDD,Metal1,54.3200,152.8800,5.000000
FILLER_35_69,VDD,Metal1,45.6400,152.8800,5.000000
FILLER_35_67,VDD,Metal1,44.8000,152.8800,5.000000
FILLER_34_366,VDD,Metal1,212.2400,152.8800,5.000000
FILLER_34_314,VDD,Metal1,182.8400,152.8800,5.000000
